Ocupação;Quantitativo;Porcentagem;Data de carga
Dona de Casa;338;0,0116;2025-01-05 03:36:15
ESTIVADOR, CARREGADOR, EMBALADOR E ASSEMELHADOS;1;0;2025-01-05 03:36:15
Economista;111;0,0038;2025-01-05 03:36:15
Economista Doméstico;1;0;2025-01-05 03:36:15
Eletricista e Assemelhados;51;0,0017;2025-01-05 03:36:15
Embalador, Empacotador e Assemelhados;2;0,0001;2025-01-05 03:36:15
Empregado Doméstico;17;0,0006;2025-01-05 03:36:15
Empresário;3723;0,1272;2025-01-05 03:36:15
Encanador, Soldador, Chapeador e Caldeireiro;4;0,0001;2025-01-05 03:36:15
Enfermeiro;244;0,0083;2025-01-05 03:36:15
Engenheiro;356;0,0122;2025-01-05 03:36:15
Engraxate;2;0,0001;2025-01-05 03:36:15
Escritor e Crítico;22;0,0008;2025-01-05 03:36:15
Escultor e Pintor;2;0,0001;2025-01-05 03:36:15
Esteticista;30;0,001;2025-01-05 03:36:15
Estofador;1;0;2025-01-05 03:36:15
Estudante, Bolsista, Estagiário e Assemelhados;380;0,013;2025-01-05 03:36:15
Farmacêutico;66;0,0023;2025-01-05 03:36:15
Faxineiro;7;0,0002;2025-01-05 03:36:15
Feirante, Ambulante e Mascate;21;0,0007;2025-01-05 03:36:15
Ferroviário;2;0,0001;2025-01-05 03:36:15
Fiscal;17;0,0006;2025-01-05 03:36:15
Fiscal de Transporte Coletivo;1;0;2025-01-05 03:36:15
Fisioterapeuta e Terapeuta Ocupacional;71;0,0024;2025-01-05 03:36:15
Fonoaudiólogo;18;0,0006;2025-01-05 03:36:15
Fotógrafo e Assemelhados;36;0,0012;2025-01-05 03:36:15
Frentista;9;0,0003;2025-01-05 03:36:15
Funileiro;1;0;2025-01-05 03:36:15
Físico;2;0,0001;2025-01-05 03:36:15
Gari ou Lixeiro;27;0,0009;2025-01-05 03:36:15
Garimpeiro;2;0,0001;2025-01-05 03:36:15
Garçom;16;0,0005;2025-01-05 03:36:15
Gerente;103;0,0035;2025-01-05 03:36:15
Geógrafo;12;0,0004;2025-01-05 03:36:15
Geólogo;4;0,0001;2025-01-05 03:36:15
Governador;14;0,0005;2025-01-05 03:36:15
Guia de Turismo;16;0,0005;2025-01-05 03:36:15
Historiador;20;0,0007;2025-01-05 03:36:15
Industrial;15;0,0005;2025-01-05 03:36:15
Jardineiro;8;0,0003;2025-01-05 03:36:15
Jornaleiro;5;0,0002;2025-01-05 03:36:15
Jornalista e Redator;459;0,0157;2025-01-05 03:36:15
Lanterneiro e Pintor de Veículos;6;0,0002;2025-01-05 03:36:15
Lavador de Veículos;1;0;2025-01-05 03:36:15
Leiloeiro, Avaliador e Assemelhados;2;0,0001;2025-01-05 03:36:15
Locutor e Comentarista de Rádio e Televisão e Radialista;124;0,0042;2025-01-05 03:36:15
Magistrado;2;0,0001;2025-01-05 03:36:15
Manicure e Maquilador;14;0,0005;2025-01-05 03:36:15
Maquinista e Foguista de Embarcações e Assemelhados;2;0,0001;2025-01-05 03:36:15
Marinheiro Civil, Canoeiro, Embarcado e Assemelhados;4;0,0001;2025-01-05 03:36:15
Massagista;9;0,0003;2025-01-05 03:36:15
Mecânico de Manutenção;56;0,0019;2025-01-05 03:36:15
Membro das Forças Armadas;63;0,0022;2025-01-05 03:36:15
Membro do Ministério Público;3;0,0001;2025-01-05 03:36:15
Militar Reformado;255;0,0087;2025-01-05 03:36:15
Ministro de Estado;3;0,0001;2025-01-05 03:36:15
Modelo;1;0;2025-01-05 03:36:15
Montador de Máquinas;1;0;2025-01-05 03:36:15
Motoboy;32;0,0011;2025-01-05 03:36:15
Motorista Particular;199;0,0068;2025-01-05 03:36:15
Motorista de Veículos de Transporte Coletivo de Passageiros;99;0,0034;2025-01-05 03:36:15
Motorista de Veículos de Transporte de Carga;79;0,0027;2025-01-05 03:36:15
Médico;701;0,024;2025-01-05 03:36:15
Músico;120;0,0041;2025-01-05 03:36:15
Nutricionista e Assemelhados;31;0,0011;2025-01-05 03:36:15
Não divulgável;28;0,001;2025-01-05 03:36:15
Oceanógrafo;2;0,0001;2025-01-05 03:36:15
Ocupante de Cargo em Comissão;23;0,0008;2025-01-05 03:36:15
Odontólogo;142;0,0049;2025-01-05 03:36:15
Operador de Aparelhos de Produção Industrial;14;0,0005;2025-01-05 03:36:15
Operador de Equipamento de Rádio, Televisão, Som e Cinema;5;0,0002;2025-01-05 03:36:15
Operador de Implemento de Agricultura, Pecuária e Exploração Florestal;3;0,0001;2025-01-05 03:36:15
Operador de Instalação de Produção de Energia Elétrica e Nuclear;3;0,0001;2025-01-05 03:36:15
Outros;5180;0,177;2025-01-05 03:36:15
PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA, FAXINEIRO E ZELADOR;3;0,0001;2025-01-05 03:36:15
PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;82;0,0028;2025-01-05 03:36:15
Padeiro, Confeiteiro e Assemelhados;19;0,0006;2025-01-05 03:36:15
Pecuarista;69;0,0024;2025-01-05 03:36:15
Pedagogo;181;0,0062;2025-01-05 03:36:15
Pescador;27;0,0009;2025-01-05 03:36:15
Petroleiro;3;0,0001;2025-01-05 03:36:15
Piloto de Aviação Comercial, Navegador, Mecânico de Vôo e Assemelhados;4;0,0001;2025-01-05 03:36:15
Policial Civil;186;0,0064;2025-01-05 03:36:15
Policial Militar;835;0,0285;2025-01-05 03:36:15
Porteiro de Edifício, Ascensorista, Garagista e Zelador;29;0,001;2025-01-05 03:36:15
Prefeito;1;0;2025-01-05 03:36:15
Presidente da República;1;0;2025-01-05 03:36:15
Produtor Agropecuário;108;0,0037;2025-01-05 03:36:15
Produtor de Espetáculos Públicos;39;0,0013;2025-01-05 03:36:15
Professor de Ensino Fundamental;345;0,0118;2025-01-05 03:36:15
Professor de Ensino Médio;495;0,0169;2025-01-05 03:36:15
Professor de Ensino Superior;336;0,0115;2025-01-05 03:36:15
Professor e Instrutor de Formação Profissional;125;0,0043;2025-01-05 03:36:15
Programador de Computador;11;0,0004;2025-01-05 03:36:15
Protético;4;0,0001;2025-01-05 03:36:15
Psicólogo;115;0,0039;2025-01-05 03:36:15
Publicitário;88;0,003;2025-01-05 03:36:15
Químico;7;0,0002;2025-01-05 03:36:15
Recepcionista;23;0,0008;2025-01-05 03:36:15
Relações-Públicas;17;0,0006;2025-01-05 03:36:15
Relojoeiro e Montador de Instrumento de Precisão;1;0;2025-01-05 03:36:15
Representante Comercial;108;0,0037;2025-01-05 03:36:15
SECRETÁRIO,ESTENÓGRAFO,DATILÓGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUÍGRAF;29;0,001;2025-01-05 03:36:15
SENADOR, DEPUTADO E VEREADOR;11;0,0004;2025-01-05 03:36:15
Sacerdote ou Membro de Ordem ou Seita Religiosa;116;0,004;2025-01-05 03:36:15
Salva-Vidas;1;0;2025-01-05 03:36:15
Secretário e Datilógrafo;30;0,001;2025-01-05 03:36:15
Securitário;1;0;2025-01-05 03:36:15
Senador;31;0,0011;2025-01-05 03:36:15
Serralheiro;8;0,0003;2025-01-05 03:36:15
Serventuário de Justiça;16;0,0005;2025-01-05 03:36:15
Servidor Público Civil Aposentado;148;0,0051;2025-01-05 03:36:15
Servidor Público Estadual;764;0,0261;2025-01-05 03:36:15
Servidor Público Federal;343;0,0117;2025-01-05 03:36:15
Servidor Público Municipal;517;0,0177;2025-01-05 03:36:15
Sociólogo;40;0,0014;2025-01-05 03:36:15
Supervisor, Inspetor e Agente de Compras e Vendas;30;0,001;2025-01-05 03:36:15
TAXISTA E MOTORISTA PARTICULAR;4;0,0001;2025-01-05 03:36:15
Tabelião;4;0,0001;2025-01-05 03:36:15
Tapeceiro;4;0,0001;2025-01-05 03:36:15
Taxista;60;0,0021;2025-01-05 03:36:15
Telefonista;8;0,0003;2025-01-05 03:36:15
Terapeuta;34;0,0012;2025-01-05 03:36:15
Torneiro Mecânico;5;0,0002;2025-01-05 03:36:15
Trabalhador Dos Serviços de Contabilidade, de Caixa e Assemelhados;2;0,0001;2025-01-05 03:36:15
Trabalhador Florestal;1;0;2025-01-05 03:36:15
Trabalhador Metalúrgico e Siderúrgico;11;0,0004;2025-01-05 03:36:15
Trabalhador Rural;30;0,001;2025-01-05 03:36:15
Trabalhador de Artes Gráficas;4;0,0001;2025-01-05 03:36:15
Trabalhador de Construção Civil;34;0,0012;2025-01-05 03:36:15
Trabalhador de Fabricação de Roupas;5;0,0002;2025-01-05 03:36:15
Trabalhador de Hotelaria;1;0;2025-01-05 03:36:15
Trabalhador de Minas e Pedreiras, Sondador e Assemelhados;1;0;2025-01-05 03:36:15
Trabalhador de Usinagem de Metais;1;0;2025-01-05 03:36:15
Tradutor, Intérprete e Filólogo;2;0,0001;2025-01-05 03:36:15
Técnico Contabilidade, Estatística, Economia Doméstica e Administração;48;0,0016;2025-01-05 03:36:15
Técnico Têxtil;1;0;2025-01-05 03:36:15
Técnico de Eletricidade, Eletrônica e Telecomunicações;30;0,001;2025-01-05 03:36:15
Técnico de Enfermagem e Assemelhados (Exceto Enfermeiro);174;0,0059;2025-01-05 03:36:15
Técnico de Laboratório e Raios X;27;0,0009;2025-01-05 03:36:15
Técnico de Mecânica;13;0,0004;2025-01-05 03:36:15
Técnico de Mineração, Metalurgia e Geologia;6;0,0002;2025-01-05 03:36:15
Técnico de Obras Civis, Estradas, Saneamento e Assemelhados;17;0,0006;2025-01-05 03:36:15
Técnico de Química;4;0,0001;2025-01-05 03:36:15
Técnico em Agronomia e Agrimensura;17;0,0006;2025-01-05 03:36:15
Técnico em Edificações;6;0,0002;2025-01-05 03:36:15
Técnico em Informática;28;0,001;2025-01-05 03:36:15
Vendedor Pracista, Representante, Caixeiro-Viajante e Assemelhados;95;0,0032;2025-01-05 03:36:15
Vendedor de Comércio Varejista e Atacadista;155;0,0053;2025-01-05 03:36:15
Vereador;1105;0,0378;2025-01-05 03:36:15
Veterinário;57;0,0019;2025-01-05 03:36:15
Vigilante;149;0,0051;2025-01-05 03:36:15
Zootecnista;4;0,0001;2025-01-05 03:36:15
